_time,index,source,sourcetype,host,"_raw"
1389381728,main,syslog,"Cisco:ISE:Syslog","proxy.corp.com","01/10/2014 04:08:09 BBBBBBBBBB 01/10/2014 11:22:08 acme-cupertino-pdp01 CISE_Failed_Attempts 0000139040 1 0 2014-01-10 11:22:08.690 -08:00 0095976620 5400 NOTICE Failed-Attempt: Authentication failed, ConfigVersionId=33, Device IP Address=BBBBBBBBBB, Device Port=32770, DestinationIPAddress=BBBBBBBBBB, DestinationPort=1812, RadiusPacketType=AccessRequest, UserName=AAAAAAAAAA/sivijaya, Protocol=Radius, RequestLatency=5, NetworkDeviceName=sjcm-00a-acme-wlc1, User-Name=AAAAAAAAAA/sivijaya, NAS-IP-Address=BBBBBBBBBB, NAS-Port=1, Service-Type=Framed, Framed-MTU=1300, State=37CPMSessionID=0a224cd4000296e152d04860;42SessionID=acme-cupertino-pdp01/176956368/1151323;, Called-Station-ID=a4-56-30-0e-36-00:Blizzard-ISE, Calling-Station-ID=40-6a-ab-89-16-aa, NAS-Identifier=sjcm-00a-acme-wlc1, NAS-Port-Type=Wireless - IEEE 802.11, Tunnel-Type=(tag=0) VLAN, Tunnel-Medium-Type=(tag=0) 802, Tunnel-Private-Group-ID=(tag=0) 606, cisco-av-pair=audit-session-id=0a224cd4000296e152d04860, Airespace-Wlan-Id=9, AcsSessionID=acme-cupertino-pdp01/176956368/1151323, SelectedAccessService=Default Network Access, FailureReason=12321 PEAP failed SSL/TLS handshake because the client rejected the ISE local-certificate, Step=11001, Step=11017, Step=15049, Step=15008, Step=15048, Step=15048, Step=15048, Step=15048, Step=15004, Step=15048, Step=15048, Step=15048, Step=15048, Step=15004, Step=11507, Step=12300, Step=11006, Step=11001, Step=11018, Step=12302, Step=12319, Step=12800, Step=12805, Step=12806, Step=12807, Step=12810, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12319, Step=12815, Step=12321, Step=12307, Step=11504, Step=11003, NetworkDeviceGroups=Location#All Locations#CUP#CUPM1, NetworkDeviceGroups=Device Type#All Device Types#Wireless#WLC, EapTunnel=PEAP, OpenSSLErrorMessage=SSL alert: code=0x230=560 ; source=remote ; type=fatal ; message=""unknown CA"", OpenSSLErrorStack=  47402458548544:error:14094418:SSL routines:SSL3_READ_BYTES:tlsv1 alert unknown ca:s3_pkt.c:1102:SSL alert number 48, CPMSessionID=0a224cd4000296e152d04860, EndPointMACAddress=40-6A-AB-89-16-AA, ISEPolicySetName=Building_CUPM1_Wireless, AllowedProtocolMatchedRule=Byod-Dot1x-CUPM1, Model Name=5508, Software Version=CCCCCCCCCC, Location=Location#All Locations#CUP#CUPM1, Device Type=Device Type#All Device Types#Wireless#WLC, Response={RadiusPacketType=AccessReject; },"
1389381540,main,syslog,"Cisco:ISE:Syslog","proxy.corp.com","01/10/2014 04:05:01 BBBBBBBBBB 01/10/2014 11:19:00 acme-cupertino-pdp01 CISE_Failed_Attempts 0000138316 1 0 2014-01-10 11:19:00.782 -08:00 0095932128 5411 NOTICE Failed-Attempt: Supplicant stopped responding to ISE, ConfigVersionId=33, RadiusPacketType=Drop, Device IP Address=BBBBBBBBBB, DestinationIPAddress=BBBBBBBBBB, UserName=76:6a:6f:72:67:65:20:82:3c, AcsSessionID=acme-cupertino-pdp01/176956368/1150295, SelectedAccessService=Default Network Access, FailureReason=12946 Supplicant stopped responding to ISE during LEAP, Step=11001, Step=11017, Step=15049, Step=15008, Step=15048, Step=15048, Step=15048, Step=15048, Step=15048, Step=15004, Step=15048, Step=15048, Step=15004, Step=11507, Step=12300, Step=11006, Step=11001, Step=11018, Step=12701, Step=12700, Step=11006, Step=12946, Step=5411, NetworkDeviceName=ITOPS-WLC1, NetworkDeviceGroups=Location#All Locations#CUP#ITOPS, NetworkDeviceGroups=Device Type#All Device Types#Wireless#WLC, EapAuthentication=LEAP, User-Name=76:6a:6f:72:67:65:20:82:3c, NAS-IP-Address=BBBBBBBBBB, NAS-Port=13, Calling-Station-ID=d4-ca-6d-14-83-d7, NAS-Identifier=Cisco_fe:56:00, NAS-Port-Type=Wireless - IEEE 802.11, CPMSessionID=0a202506000192e352d0471b, EndPointMACAddress=D4-CA-6D-14-83-D7, ISEPolicySetName=Building_CUP14_ITOPS, AllowedProtocolMatchedRule=ITOPS_CUP14_Wireless_Dot1x, StepLatency=21=120003, Location=Location#All Locations#CUP#ITOPS, Device Type=Device Type#All Device Types#Wireless#WLC, "
1389381121,main,syslog,"Cisco:ISE:Syslog","proxy.corp.com","01/10/2014 03:58:02 BBBBBBBBBB 01/10/2014 11:12:01 acme-cupertino-pdp01 CISE_Failed_Attempts 0000136777 1 0 2014-01-10 11:12:01.637 -08:00 0095835153 5441 NOTICE RADIUS: Endpoint started new EAP session while the packet of previous EAP session is being processed. Dropping new session., ConfigVersionId=33, AcsSessionID=, DetailedInfo=Cannot acquire session. Dropping. NAS IP=BBBBBBBBBB; NAS Port=32770; RADIUS packet ID=141; SessionID=., NAS-IP-Address=BBBBBBBBBB, Calling-Station-ID=24-77-03-3e-0c-9c, FailureReason=5441 Endpoint started new EAP session while the packet of previous EAP session is being processed. Dropping new session., Step=5441, "
1389380519,main,syslog,"Cisco:ISE:Syslog","proxy.corp.com","01/10/2014 03:48:00 BBBBBBBBBB 01/10/2014 11:01:59 acme-cupertino-pdp01 CISE_Failed_Attempts 0000134449 1 0 2014-01-10 11:01:59.420 -08:00 0095693184 5400 NOTICE Failed-Attempt: Authentication failed, ConfigVersionId=33, Device IP Address=BBBBBBBBBB, Device Port=32770, DestinationIPAddress=BBBBBBBBBB, DestinationPort=1812, RadiusPacketType=AccessRequest, UserName=AAAAAAAAAA, Protocol=Radius, RequestLatency=5, NetworkDeviceName=ITOPS-WLC1, User-Name=AAAAAAAAAA, NAS-IP-Address=BBBBBBBBBB, NAS-Port=13, Service-Type=Framed, Framed-MTU=1300, State=37CPMSessionID=0a20220200004a9252d04389;42SessionID=acme-cupertino-pdp01/176956368/1146928;, Called-Station-ID=50-06-04-5b-f0-10:alpha, Calling-Station-ID=c4-88-e5-16-55-a3, NAS-Identifier=Cisco_d5:02:4f, NAS-Port-Type=Wireless - IEEE 802.11, Tunnel-Type=(tag=0) VLAN, Tunnel-Medium-Type=(tag=0) 802, Tunnel-Private-Group-ID=(tag=0) 770, cisco-av-pair=audit-session-id=0a20220200004a9252d04389, Airespace-Wlan-Id=1, AcsSessionID=acme-cupertino-pdp01/176956368/1146928, SelectedAccessService=Default Network Access, FailureReason=12916 Expected TLS acknowledge for TLS fragment but received another message, Step=11001, Step=11017, Step=15049, Step=15008, Step=15048, Step=15048, Step=15048, Step=15048, Step=15048, Step=15004, Step=15048, Step=15048, Step=15004, Step=11507, Step=12300, Step=11006, Step=11001, Step=11018, Step=12302, Step=12319, Step=12800, Step=12805, Step=12806, Step=12807, Step=12810, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12916, Step=11500, Step=11504, Step=11003, NetworkDeviceGroups=Location#All Locations#CUP#ITOPS, NetworkDeviceGroups=Device Type#All Device Types#Wireless#WLC, EapTunnel=PEAP, CPMSessionID=0a20220200004a9252d04389, EndPointMACAddress=C4-88-E5-16-55-A3, ISEPolicySetName=Building_CUP14_ITOPS, AllowedProtocolMatchedRule=ITOPS_CUP14_Wireless_Dot1x, StepLatency=32=30014, Location=Location#All Locations#CUP#ITOPS, Device Type=Device Type#All Device Types#Wireless#WLC, Response={RadiusPacketType=AccessReject; },"
1389380402,main,syslog,"Cisco:ISE:Syslog","proxy.corp.com","01/10/2014 03:46:03 BBBBBBBBBB 01/10/2014 11:00:02 acme-cupertino-pdp02 CISE_Failed_Attempts 0000009138 1 0 2014-01-10 11:00:02.934 -08:00 0318795111 5411 NOTICE Failed-Attempt: Supplicant stopped responding to ISE, ConfigVersionId=33, RadiusPacketType=Drop, Device IP Address=CCCCCCCCCC, DestinationIPAddress=BBBBBBBBBB, UserName=AAAAAAAAAA, AcsSessionID=acme-cupertino-pdp02/176956376/122679, SelectedAccessService=Default Network Access, FailureReason=12935 Supplicant stopped responding to ISE during EAP-TLS certificate exchange, Step=11001, Step=11017, Step=15049, Step=15008, Step=15048, Step=15048, Step=15048, Step=15048, Step=15048, Step=15048, Step=15004, Step=15048, Step=15048, Step=15004, Step=11507, Step=12300, Step=11006, Step=11001, Step=11018, Step=12501, Step=12500, Step=11006, Step=11001, Step=11018, Step=12502, Step=12800, Step=12805, Step=12806, Step=12807, Step=12809, Step=12505, Step=11006, Step=11001, Step=11018, Step=12504, Step=12505, Step=11006, Step=11001, Step=11018, Step=12504, Step=12505, Step=11006, Step=12935, Step=5411, NetworkDeviceName=ITOPS-rtp7-noca-oeapwlc1, NetworkDeviceGroups=Location#All Locations#NYC#OEAP, NetworkDeviceGroups=Device Type#All Device Types#Wireless#WLC, EapAuthentication=EAP-TLS, User-Name=AAAAAAAAAA, NAS-IP-Address=CCCCCCCCCC, NAS-Port=13, Calling-Station-ID=bc-3b-af-2c-37-8c, NAS-Identifier=Cisco_7a:f7:03, NAS-Port-Type=Wireless - IEEE 802.11, CPMSessionID=4066df6200000f4f52d042ba, EndPointMACAddress=BC-3B-AF-2C-37-8C, ISEPolicySetName=Location_NYC_OEAP_Wireless, AllowedProtocolMatchedRule=NYC_Wireless_Dot1x, StepLatency=42=120006, Model Name=Unknown, Location=Location#All Locations#NYC#OEAP, Device Type=Device Type#All Device Types#Wireless#WLC, "
1389380278,main,syslog,"Cisco:ISE:Syslog","proxy.corp.com","01/10/2014 03:43:59 BBBBBBBBBB 01/10/2014 10:57:58 acme-cupertino-pdp01 CISE_Failed_Attempts 0000133451 1 0 2014-01-10 10:57:58.803 -08:00 0095628760 5400 NOTICE Failed-Attempt: Authentication failed, ConfigVersionId=33, Device IP Address=BBBBBBBBBB, Device Port=32770, DestinationIPAddress=BBBBBBBBBB, DestinationPort=1812, RadiusPacketType=AccessRequest, UserName=anugopal, Protocol=Radius, RequestLatency=6, NetworkDeviceName=ITOPS-WLC1, User-Name=anugopal, NAS-IP-Address=BBBBBBBBBB, NAS-Port=13, Service-Type=Framed, Framed-MTU=1300, State=37CPMSessionID=0a20220200004a7652d04239;42SessionID=acme-cupertino-pdp01/176956368/1145893;, Called-Station-ID=54-78-1a-0d-df-a0:alpha, Calling-Station-ID=1c-b0-94-80-c5-02, NAS-Identifier=Cisco_d5:02:4f, NAS-Port-Type=Wireless - IEEE 802.11, Tunnel-Type=(tag=0) VLAN, Tunnel-Medium-Type=(tag=0) 802, Tunnel-Private-Group-ID=(tag=0) 770, cisco-av-pair=audit-session-id=0a20220200004a7652d04239, Airespace-Wlan-Id=1, AcsSessionID=acme-cupertino-pdp01/176956368/1145893, SelectedAccessService=Default Network Access, FailureReason=12948 Supplicant sent unexpected unencrypted TLS handshake message instead of TLS application data in PEAP protocol, Step=11001, Step=11017, Step=15049, Step=15008, Step=15048, Step=15048, Step=15048, Step=15048, Step=15048, Step=15004, Step=15048, Step=15048, Step=15004, Step=11507, Step=12300, Step=11006, Step=11001, Step=11018, Step=12302, Step=12319, Step=12800, Step=12805, Step=12806, Step=12807, Step=12810, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12319, Step=12812, Step=12804, Step=12801, Step=12802, Step=12816, Step=12310, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12313, Step=11521, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=11522, Step=11806, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12814, Step=12948, Step=12307, Step=11504, Step=11003, NetworkDeviceGroups=Location#All Locations#CUP#ITOPS, NetworkDeviceGroups=Device Type#All Device Types#Wireless#WLC, EapTunnel=PEAP, EapAuthentication=EAP-MSCHAPv2, CPMSessionID=0a20220200004a7652d04239, EndPointMACAddress=1C-B0-94-80-C5-02, ISEPolicySetName=Building_CUP14_ITOPS, AllowedProtocolMatchedRule=ITOPS_CUP14_Wireless_Dot1x, StepLatency=68=60174, Location=Location#All Locations#CUP#ITOPS, Device Type=Device Type#All Device Types#Wireless#WLC, Response={RadiusPacketType=AccessReject; },"
1389380177,main,syslog,"Cisco:ISE:Syslog","proxy.corp.com","01/10/2014 03:42:18 BBBBBBBBBB 01/10/2014 10:56:17 acme-cupertino-pdp02 CISE_Failed_Attempts 0000009073 1 0 2014-01-10 10:56:17.800 -08:00 0318698173 5400 NOTICE Failed-Attempt: Authentication failed, ConfigVersionId=33, Device IP Address=BBBBBBBBBB, Device Port=32770, DestinationIPAddress=BBBBBBBBBB, DestinationPort=1812, RadiusPacketType=AccessRequest, UserName=syam1, Protocol=Radius, RequestLatency=9, NetworkDeviceName=sjcm-00a-acme-wlc1, User-Name=AAAAAAAAAA, NAS-IP-Address=BBBBBBBBBB, NAS-Port=1, Service-Type=Framed, Framed-MTU=1300, State=37CPMSessionID=0a224cd40002969052d04251;41SessionID=acme-cupertino-pdp02/176956376/122660;, Called-Station-ID=a4-56-30-0f-39-c0:alpha, Calling-Station-ID=7c-d1-c3-e8-45-b9, NAS-Identifier=sjcm-00a-acme-wlc1, NAS-Port-Type=Wireless - IEEE 802.11, Tunnel-Type=(tag=0) VLAN, Tunnel-Medium-Type=(tag=0) 802, Tunnel-Private-Group-ID=(tag=0) 601, cisco-av-pair=audit-session-id=0a224cd40002969052d04251, Airespace-Wlan-Id=3, AcsSessionID=acme-cupertino-pdp02/176956376/122660, AuthenticationMethod=x509_PKI, SelectedAccessService=Default Network Access, SelectedAuthorizationProfiles=DenyAccess, IdentityGroup=Endpoint Identity Groups:Profiled:Workstation, FailureReason=15039 Rejected per authorization profile, Step=11001, Step=11017, Step=15049, Step=15008, Step=15048, Step=15048, Step=15048, Step=15048, Step=15004, Step=15048, Step=15048, Step=15048, Step=15048, Step=15004, Step=11507, Step=12300, Step=11006, Step=11001, Step=11018, Step=12501, Step=12500, Step=11006, Step=11001, Step=11018, Step=12502, Step=12800, Step=12805, Step=12806, Step=12807, Step=12809, Step=12505, Step=11006, Step=11001, Step=11018, Step=12504, Step=12505, Step=11006, Step=11001, Step=11018, Step=12504, Step=12505, Step=11006, Step=11001, Step=11018, Step=12504, Step=12505, Step=11006, Step=11001, Step=11018, Step=12504, Step=12505, Step=11006, Step=11001, Step=11018, Step=12504, Step=12571, Step=12571, Step=12811, Step=12812, Step=12813, Step=12804, Step=12801, Step=12802, Step=12816, Step=12509, Step=12505, Step=11006, Step=11001, Step=11018, Step=12504, Step=15041, Step=15006, Step=22037, Step=12506, Step=15036, Step=15004, Step=15016, Step=15039, Step=11503, Step=11003, SelectedAuthenticationIdentityStores=SSO, NetworkDeviceGroups=Location#All Locations#CUP#CUPM1, NetworkDeviceGroups=Device Type#All Device Types#Wireless#WLC, AuthorizationPolicyMatchedRule=Default, EapAuthentication=EAP-TLS, CPMSessionID=0a224cd40002969052d04251, EndPointMACAddress=7C-D1-C3-E8-45-B9, EndPointMatchedProfile=OS_X_Mavericks-Workstation, ISEPolicySetName=Building_CUPM1_Wireless, AllowedProtocolMatchedRule=Byod-Dot1x-CUPM1, IdentitySelectionMatchedRule=Default, HostIdentityGroup=Endpoint Identity Groups:Profiled:Workstation, Model Name=5508, Software Version=CCCCCCCCCC, Location=Location#All Locations#CUP#CUPM1, Device Type=Device Type#All Device Types#Wireless#WLC, Response={RadiusPacketType=AccessReject; AuthenticationResult=Passed; },"
1389379875,main,syslog,"Cisco:ISE:Syslog","proxy.corp.com","01/10/2014 03:37:16 BBBBBBBBBB 01/10/2014 10:51:15 acme-cupertino-pdp01 CISE_Failed_Attempts 0000132060 1 0 2014-01-10 10:51:15.713 -08:00 0095541330 5411 NOTICE Failed-Attempt: Supplicant stopped responding to ISE, ConfigVersionId=33, RadiusPacketType=Drop, Device IP Address=BBBBBBBBBB, DestinationIPAddress=BBBBBBBBBB, UserName=host/LHORNG-WS01.acmetech.com, AcsSessionID=acme-cupertino-pdp01/176956368/1144399, AuthenticationIdentityStore=AcmetechAD, AuthenticationMethod=MSCHAPV2, SelectedAccessService=Default Network Access, DetailedInfo=Authentication succeed, FailureReason=12943 Supplicant stopped responding to ISE during PEAPv0 protected termination, Step=11001, Step=11017, Step=15049, Step=15008, Step=15048, Step=15048, Step=15048, Step=15048, Step=15048, Step=15004, Step=15048, Step=15048, Step=15004, Step=11507, Step=12300, Step=11006, Step=11001, Step=11018, Step=12302, Step=12318, Step=12800, Step=12805, Step=12806, Step=12807, Step=12810, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12318, Step=12812, Step=12804, Step=12801, Step=12802, Step=12816, Step=12310, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=12313, Step=11521, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=11522, Step=11806, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=11808, Step=15041, Step=15006, Step=15013, Step=24431, Step=24470, Step=22037, Step=11824, Step=12305, Step=11006, Step=11001, Step=11018, Step=12304, Step=11810, Step=11814, Step=11519, Step=12314, Step=12305, Step=11006, Step=12943, Step=5411, SelectedAuthenticationIdentityStores=AcmetechAD, SelectedAuthenticationIdentityStores=Internal Endpoints, SelectedAuthenticationIdentityStores=Internal Users, SelectedAuthenticationIdentityStores=Guest Users, NetworkDeviceName=ITOPS-WLC1, NetworkDeviceGroups=Location#All Locations#CUP#ITOPS, NetworkDeviceGroups=Device Type#All Device Types#Wireless#WLC, ADDomain=acmetech.com, EapTunnel=PEAP, EapAuthentication=EAP-MSCHAPv2, User-Name=host/LHORNG-WS01.acmetech.com, NAS-IP-Address=BBBBBBBBBB, NAS-Port=13, Calling-Station-ID=24-77-03-5c-66-88, NAS-Identifier=Cisco_d5:02:4f, NAS-Port-Type=Wireless - IEEE 802.11, CPMSessionID=0a20220200004a0452d03ab3, EndPointMACAddress=24-77-03-5C-66-88, ISEPolicySetName=Building_CUP14_ITOPS, AllowedProtocolMatchedRule=ITOPS_CUP14_Wireless_Dot1x, IdentitySelectionMatchedRule=Default, StepLatency=90=120004, Location=Location#All Locations#CUP#ITOPS, Device Type=Device Type#All Device Types#Wireless#WLC, IdentityAccessRestricted=false, "
1389379330,main,syslog,"Cisco:ISE:Syslog","proxy.corp.com","01/10/2014 03:28:11 BBBBBBBBBB 01/10/2014 10:42:10 acme-cupertino-pdp01 CISE_Failed_Attempts 0000130151 1 0 2014-01-10 10:42:10.322 -08:00 0095415736 5418 NOTICE Guest: Guest Authentication Failed, ConfigVersionId=33, UserName=AAAAAAAAAA@sei-device.com1, FailureReason=86009 Guest user is not found, NAS-IP-Address=BBBBBBBBBB, Calling-Station-ID=84-38-35-4f-40-bc, UserType=GuestUser, EndPointMACAddress=84-38-35-4F-40-BC, PortalName=AlphaGuest, AuthenticationIdentityStore=Internal Users, Step=5418, CPMSessionID=0a224cd40002965252d03eca, "
1389379121,main,syslog,"Cisco:ISE:Syslog","proxy.corp.com","01/10/2014 03:24:42 BBBBBBBBBB 01/10/2014 10:38:41 acme-cupertino-pdp02 CISE_Failed_Attempts 0000008757 1 0 2014-01-10 10:38:41.407 -08:00 0318292923 5400 NOTICE Failed-Attempt: Authentication failed, ConfigVersionId=33, Device IP Address=BBBBBBBBBB, Device Port=32770, DestinationIPAddress=BBBBBBBBBB, DestinationPort=1812, RadiusPacketType=AccessRequest, UserName=AAAAAAAAAA, Protocol=Radius, RequestLatency=1, NetworkDeviceName=sjcm-00a-acme-wlc1, User-Name=AAAAAAAAAA, NAS-IP-Address=BBBBBBBBBB, NAS-Port=1, Service-Type=Framed, Framed-MTU=1300, State=37CPMSessionID=0a224cd40002964652d03e31;41SessionID=acme-cupertino-pdp02/176956376/122376;, Called-Station-ID=a4-56-30-0f-5b-10:alpha, Calling-Station-ID=e4-ce-8f-2a-0d-a6, NAS-Identifier=sjcm-00a-acme-wlc1, NAS-Port-Type=Wireless - IEEE 802.11, Tunnel-Type=(tag=0) VLAN, Tunnel-Medium-Type=(tag=0) 802, Tunnel-Private-Group-ID=(tag=0) 601, cisco-av-pair=audit-session-id=0a224cd40002964652d03e31, Airespace-Wlan-Id=3, AcsSessionID=acme-cupertino-pdp02/176956376/122376, SelectedAccessService=Default Network Access, FailureReason=12516 EAP-TLS failed SSL/TLS handshake because of an expired certificate in the client certificates chain, Step=11001, Step=11017, Step=15049, Step=15008, Step=15048, Step=15048, Step=15048, Step=15048, Step=15004, Step=15048, Step=15048, Step=15048, Step=15048, Step=15004, Step=11507, Step=12300, Step=11006, Step=11001, Step=11018, Step=12501, Step=12500, Step=11006, Step=11001, Step=11018, Step=12502, Step=12800, Step=12805, Step=12806, Step=12807, Step=12809, Step=12505, Step=11006, Step=11001, Step=11018, Step=12504, Step=12505, Step=11006, Step=11001, Step=11018, Step=12504, Step=12505, Step=11006, Step=11001, Step=11018, Step=12504, Step=12505, Step=11006, Step=11001, Step=11018, Step=12504, Step=12505, Step=11006, Step=11001, Step=11018, Step=12504, Step=12505, Step=11006, Step=11001, Step=11018, Step=12504, Step=12571, Step=12571, Step=12811, Step=12814, Step=12817, Step=12516, Step=12507, Step=12505, Step=11006, Step=11001, Step=11018, Step=12504, Step=12818, Step=11500, Step=11504, Step=11003, NetworkDeviceGroups=Location#All Locations#CUP#CUPM1, NetworkDeviceGroups=Device Type#All Device Types#Wireless#WLC, EapAuthentication=EAP-TLS, OpenSSLErrorMessage=SSL alert: code=0x22D=557 ; source=local ; type=fatal ; message=""X509 certificate expired"", OpenSSLErrorStack=  47052287113536:error:140890B2:SSL routines:SSL3_GET_CLIENT_CERTIFICATE:no certificate returned:s3_srvr.c:2720:, CPMSessionID=0a224cd40002964652d03e31, EndPointMACAddress=E4-CE-8F-2A-0D-A6, ISEPolicySetName=Building_CUPM1_Wireless, AllowedProtocolMatchedRule=Byod-Dot1x-CUPM1, Model Name=5508, Software Version=CCCCCCCCCC, Location=Location#All Locations#CUP#CUPM1, Device Type=Device Type#All Device Types#Wireless#WLC, Response={RadiusPacketType=AccessReject; },"
1389377651,main,syslog,"Cisco:ISE:Syslog","proxy.corp.com","01/10/2014 03:00:12 BBBBBBBBBB 01/10/2014 10:14:11 acme-cupertino-pdp01 CISE_Failed_Attempts 0000123987 1 0 2014-01-10 10:14:11.973 -08:00 0095009709 5411 NOTICE Failed-Attempt: Supplicant stopped responding to ISE, ConfigVersionId=33, RadiusPacketType=Drop, Device IP Address=CCCCCCCCCC, DestinationIPAddress=BBBBBBBBBB, UserName=AAAAAAAAAA, AcsSessionID=acme-cupertino-pdp01/176956368/1136865, SelectedAccessService=Default Network Access, FailureReason=12938 Supplicant stopped responding to ISE after sending it the first inner EAP-GTC message, Step=11001, Step=11017, Step=15049, Step=15008, Step=15048, Step=15048, Step=15048, Step=15048, Step=15048, Step=15004, Step=15048, Step=15048, Step=15004, Step=11507, Step=12300, Step=11006, Step=11001, Step=11018, Step=12101, Step=12100, Step=11006, Step=11001, Step=11018, Step=12102, Step=12800, Step=12175, Step=12805, Step=12806, Step=12801, Step=12802, Step=12105, Step=11006, Step=11001, Step=11018, Step=12104, Step=12804, Step=12816, Step=12132, Step=12209, Step=12218, Step=12125, Step=11521, Step=12105, Step=11006, Step=11001, Step=11018, Step=12104, Step=12220, Step=11522, Step=11806, Step=12105, Step=11006, Step=11001, Step=11018, Step=12104, Step=12607, Step=12606, Step=12611, Step=15041, Step=15006, Step=15013, Step=12606, Step=12105, Step=11006, Step=12938, Step=5411, SelectedAuthenticationIdentityStores=AcmetechAD, SelectedAuthenticationIdentityStores=Internal Endpoints, SelectedAuthenticationIdentityStores=Internal Users, SelectedAuthenticationIdentityStores=Guest Users, NetworkDeviceName=ITOPS-sjc14-00a-homeap1, NetworkDeviceGroups=Location#All Locations#OEAP, NetworkDeviceGroups=Device Type#All Device Types#Wireless#WLC, EapTunnel=EAP-FAST, EapAuthentication=EAP-GTC, User-Name=anonymous, NAS-IP-Address=CCCCCCCCCC, NAS-Port=13, Calling-Station-ID=0026cb006602, NAS-Identifier=Cisco_7d:88:00, NAS-Port-Type=Wireless - IEEE 802.11, CPMSessionID=ab4623830001eb4252d037ee, EndPointMACAddress=00-26-CB-00-66-02, EapChainingResult=No chaining, ISEPolicySetName=Building_CUP14_ITOPS_OEAP, AllowedProtocolMatchedRule=ITOPS_CUP14_Wireless_Dot1x, IdentitySelectionMatchedRule=Default, StepLatency=64=120002, Location=Location#All Locations#OEAP, Device Type=Device Type#All Device Types#Wireless#WLC, "
1389377563,main,syslog,"Cisco:ISE:Syslog","proxy.corp.com","01/10/2014 02:58:45 BBBBBBBBBB 01/10/2014 10:12:43 acme-cupertino-pdp01 CISE_Failed_Attempts 0000123646 1 0 2014-01-10 10:12:43.995 -08:00 0094985269 5411 NOTICE Failed-Attempt: Supplicant stopped responding to ISE, ConfigVersionId=33, RadiusPacketType=Drop, Device IP Address=CCCCCCCCCC, DestinationIPAddress=BBBBBBBBBB, UserName=anonymous, AcsSessionID=acme-cupertino-pdp01/176956368/1136529, SelectedAccessService=Default Network Access, FailureReason=12933 Supplicant stopped responding to ISE during EAP-FAST tunnel establishment, Step=11001, Step=11017, Step=15049, Step=15008, Step=15048, Step=15048, Step=15048, Step=15048, Step=15048, Step=15004, Step=15048, Step=15048, Step=15004, Step=11507, Step=12300, Step=11006, Step=11001, Step=11018, Step=12101, Step=12100, Step=11006, Step=11001, Step=11018, Step=12102, Step=12800, Step=12175, Step=12805, Step=12806, Step=12801, Step=12802, Step=12105, Step=11006, Step=12933, Step=5411, NetworkDeviceName=ITOPS-sjc14-00a-homeap1, NetworkDeviceGroups=Location#All Locations#OEAP, NetworkDeviceGroups=Device Type#All Device Types#Wireless#WLC, EapTunnel=EAP-FAST, User-Name=anonymous, NAS-IP-Address=CCCCCCCCCC, NAS-Port=13, Calling-Station-ID=0026cb006602, NAS-Identifier=Cisco_7d:88:00, NAS-Port-Type=Wireless - IEEE 802.11, CPMSessionID=ab4623830001eb3952d03791, EndPointMACAddress=00-26-CB-00-66-02, EapChainingResult=No chaining, ISEPolicySetName=Building_CUP14_ITOPS_OEAP, AllowedProtocolMatchedRule=ITOPS_CUP14_Wireless_Dot1x, StepLatency=32=120004, Location=Location#All Locations#OEAP, Device Type=Device Type#All Device Types#Wireless#WLC, "
